"Id","ActivityDate","TotalSteps","TotalDistance","TrackerDistance","LoggedActivitiesDistance","VeryActiveDistance","ModeratelyActiveDistance","LightActiveDistance","SedentaryActiveDistance","VeryActiveMinutes","FairlyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","Calories"
"1503960366","4/12/2016","13162.0","8.5","8.5","0.0","1.87999999523163","0.550000011920929","6.05999994277954","0.0","25.0","13.0","328.0","728.0","1985.0"
"1503960366","4/13/2016","10735.0","6.96999979019165","6.96999979019165","0.0","1.57000005245209","0.6899999976158139","4.71000003814697","0.0","21.0","19.0","217.0","776.0","1797.0"
"1503960366","4/14/2016","10460.0","6.7399997711181605","6.7399997711181605","0.0","2.44000005722046","0.400000005960464","3.91000008583069","0.0","30.0","11.0","181.0","1218.0","1776.0"
"1503960366","4/15/2016","9762.0","6.28000020980835","6.28000020980835","0.0","2.14000010490417","1.25999999046326","2.82999992370605","0.0","29.0","34.0","209.0","726.0","1745.0"
"1503960366","4/16/2016","12669.0","8.159999847412111","8.159999847412111","0.0","2.7100000381469704","0.4099999964237209","5.03999996185303","0.0","36.0","10.0","221.0","773.0","1863.0"
"1503960366","4/17/2016","9705.0","6.48000001907349","6.48000001907349","0.0","3.1900000572204603","0.779999971389771","2.50999999046326","0.0","38.0","20.0","164.0","539.0","1728.0"
"1503960366","4/18/2016","13019.0","8.590000152587889","8.590000152587889","0.0","3.25","0.639999985694885","4.71000003814697","0.0","42.0","16.0","233.0","1149.0","1921.0"
"1503960366","4/19/2016","15506.0","9.88000011444092","9.88000011444092","0.0","3.52999997138977","1.32000005245209","5.03000020980835","0.0","50.0","31.0","264.0","775.0","2035.0"
"1503960366","4/20/2016","10544.0","6.67999982833862","6.67999982833862","0.0","1.96000003814697","0.479999989271164","4.23999977111816","0.0","28.0","12.0","205.0","818.0","1786.0"
"1503960366","4/21/2016","9819.0","6.34000015258789","6.34000015258789","0.0","1.3400000333786","0.349999994039536","4.65000009536743","0.0","19.0","8.0","211.0","838.0","1775.0"
"1503960366","4/22/2016","12764.0","8.13000011444092","8.13000011444092","0.0","4.76000022888184","1.12000000476837","2.24000000953674","0.0","66.0","27.0","130.0","1217.0","1827.0"
"1503960366","4/23/2016","14371.0","9.03999996185303","9.03999996185303","0.0","2.80999994277954","0.870000004768372","5.3600001335144","0.0","41.0","21.0","262.0","732.0","1949.0"
"1503960366","4/24/2016","10039.0","6.40999984741211","6.40999984741211","0.0","2.92000007629395","0.209999993443489","3.27999997138977","0.0","39.0","5.0","238.0","709.0","1788.0"
"1503960366","4/25/2016","15355.0","9.80000019073486","9.80000019073486","0.0","5.28999996185303","0.569999992847443","3.94000005722046","0.0","73.0","14.0","216.0","814.0","2013.0"
"1503960366","4/26/2016","13755.0","8.78999996185303","8.78999996185303","0.0","2.32999992370605","0.9200000166893008","5.53999996185303","0.0","31.0","23.0","279.0","833.0","1970.0"
"1503960366","4/27/2016","18134.0","12.210000038147","12.210000038147","0.0","6.400000095367429","0.4099999964237209","5.40999984741211","0.0","78.0","11.0","243.0","1108.0","2159.0"
"1503960366","4/28/2016","13154.0","8.52999973297119","8.52999973297119","0.0","3.5399999618530296","1.1599999666214","3.7899999618530296","0.0","48.0","28.0","189.0","782.0","1898.0"
"1503960366","4/29/2016","11181.0","7.150000095367429","7.150000095367429","0.0","1.05999994277954","0.5","5.57999992370605","0.0","16.0","12.0","243.0","815.0","1837.0"
